X,Y,TYPE,SPEED,DIRTYPE,DIRECTION
2.74672,50.72102,1,130,1,294
3.04062,50.52265,1,130,1,25
3.06035,50.55145,1,130,1,202
2.20196,49.57441,1,130,1,23
2.72729,49.54118,1,130,1,194
2.72737,49.54104,1,130,1,14
2.64232,49.22298,1,130,1,236
0.17598,48.56112,1,130,1,174
0.16226,48.53360,1,130,1,17
0.31870,48.78359,1,130,1,214
1.74020,50.86403,1,130,1,44
3.01678,50.42418,1,130,1,97
1.72406,50.85056,1,130,1,220
3.25540,45.49747,1,130,1,38
7.55758,48.49264,1,130,1,24
7.77550,48.67764,1,130,1,82
7.37192,47.97160,1,130,1,193
7.52661,47.60763,1,130,1,318
4.73284,46.00412,1,130,1,160
4.88029,46.46631,1,130,1,25
4.87938,46.46546,1,130,1,204
4.83175,46.75106,1,130,1,169
4.83568,46.73408,1,130,1,171
4.83568,46.73408,1,130,1,351
0.23936,48.05757,1,130,1,100
6.06493,45.49571,1,130,1,256
5.89704,45.61626,1,130,1,193
6.11821,45.95157,1,130,1,263
1.02772,49.47280,1,130,1,125
1.74436,49.78030,1,130,1,71
1.48640,49.78585,1,130,1,233
2.51525,48.47843,1,130,1,162
2.51544,48.47844,1,130,1,342
2.06080,48.81482,1,130,1,222
2.06109,48.81467,1,130,1,40
-0.36758,46.38464,1,130,1,146
2.85496,49.95830,1,130,1,8
1.68468,49.98566,1,130,1,31
2.85220,49.94298,1,130,1,186
2.41569,49.85738,1,130,1,278
0.87261,44.05776,1,130,1,277
6.80334,43.54719,1,130,1,298
4.79919,44.12316,1,130,1,317
4.73486,44.19524,1,130,1,125
0.28340,46.55480,1,130,1,33
0.28586,46.56030,1,130,1,193
0.51957,46.82558,1,130,1,18
5.73017,48.17626,1,130,1,242
5.70707,48.16380,1,130,1,50
3.73178,47.73872,1,130,1,325
